rainfall_mm,past_rain_3day,past_rain_7day,soil_moisture,ndvi,elevation,slope,river_distance_km,temperature,humidity,month,landslide
4.65,14.87,49.97,0.3207,0.3173,350.1,42.53,5.785,26.9,56.5,3,0
25.59,55.12,160.26,0.3313,0.5895,2990.6,28.53,0.254,14.2,45.3,3,0
3.59,7.74,34.74,0.3188,0.5745,3207.1,64.37,5.568,28.4,67.3,3,0
7.03,26.07,48.41,0.2532,0.4487,2908.1,33.73,1.041,29.7,71.3,3,0
45.26,134.12,351.63,0.3127,0.6939,622.2,18.7,3.191,12.3,48.3,3,0
17.63,61.24,156.32,0.2516,0.2494,3493.1,27.91,0.123,14.6,59.4,3,0
48.24,126.61,349.66,0.3798,0.6209,1053.3,44.23,2.822,21.6,80.8,3,0
37.96,66.72,161.64,0.3781,0.167,2589.9,9.57,3.79,25.9,69.4,3,0
76.75,178.97,449.84,0.4277,0.4281,3196.5,41.22,1.38,25.9,81.1,3,0
43.58,82.93,206.98,0.3983,0.6986,977.8,60.87,0.728,26.7,51.6,3,0
58.33,201.51,637.87,0.4994,0.3898,3197.3,56.02,2.314,27.9,73.8,3,1
40.52,131.75,376.25,0.382,0.5371,1221.3,9.06,5.373,22.6,64.1,3,0
38.26,65.85,232.18,0.3429,0.6373,3422.2,64.6,1.173,24.4,67.7,3,0
59.59,181.97,580.27,0.4891,0.1162,1128.2,46.92,0.873,10.2,59.6,3,0
47.19,173.93,399.21,0.3443,0.4968,3346.3,14.74,0.981,14.2,55.6,3,0
35.73,115.88,462.01,0.3329,0.7663,376.7,5.74,8.936,22.5,59.6,3,0
35.62,98.93,304.21,0.3435,0.5142,2540.6,15.28,1.335,28.6,57.7,3,0
43.93,100.15,221.7,0.3213,0.1755,1956.0,55.29,0.1,30.2,61.9,3,1
13.69,50.9,114.55,0.3252,0.1153,1777.0,6.3,4.565,28.2,50.3,3,0
12.63,32.29,127.62,0.2829,0.3046,937.5,18.99,3.605,22.2,52.2,3,0
66.11,240.54,889.54,0.4952,0.1495,2528.5,50.44,0.413,17.0,64.5,3,1
77.09,266.52,844.24,0.4393,0.4253,829.7,40.17,12.58,21.1,72.7,3,0
7.25,25.68,67.44,0.3748,0.1483,2024.4,51.96,2.81,10.2,40.8,3,0
13.75,54.65,166.32,0.2733,0.2857,1035.7,49.77,2.084,24.9,58.2,3,0
59.04,199.07,700.43,0.4322,0.3756,3353.6,8.04,1.445,11.9,69.8,3,0
43.81,69.45,289.88,0.3408,0.3728,294.5,58.55,6.868,13.6,53.0,3,0
47.39,95.41,314.95,0.3741,0.4808,859.1,18.62,0.839,25.6,74.8,3,0
52.89,83.99,213.93,0.3888,0.5652,999.6,38.2,1.01,10.3,59.3,3,0
24.46,48.3,92.51,0.3317,0.1114,1566.4,43.66,0.392,24.3,66.8,3,0
38.72,64.03,145.6,0.3225,0.1722,968.0,15.12,4.27,26.0,64.3,3,0
36.78,101.29,360.14,0.4061,0.0547,1821.5,63.57,2.716,29.7,69.0,3,1
9.01,14.15,31.61,0.3484,0.4187,3079.1,34.29,2.818,11.7,54.1,3,0
38.35,102.84,318.82,0.3768,0.05,2549.8,8.46,0.74,10.1,66.0,3,0
61.42,230.14,848.56,0.488,0.5621,2113.9,61.24,3.159,29.2,76.3,3,1
22.12,74.58,196.31,0.3713,0.3274,493.7,40.18,4.35,17.3,71.9,3,0
34.29,132.35,477.34,0.3126,0.7985,2490.2,46.95,1.329,32.2,68.9,3,0
35.64,73.66,248.15,0.3318,0.4429,749.2,36.51,4.849,14.6,64.3,3,0
23.36,66.05,197.17,0.358,0.3322,2795.0,55.08,1.287,24.6,46.2,3,0
47.4,108.85,459.61,0.3767,0.6338,1025.2,6.99,4.258,12.7,44.9,3,0
13.47,36.84,135.16,0.3124,0.5199,1576.3,21.1,0.103,20.1,53.0,3,0
63.79,184.53,511.81,0.4204,0.5038,1356.6,33.18,2.403,32.1,63.4,3,0
46.13,73.37,291.38,0.3778,0.7003,3034.1,9.6,10.473,25.2,58.4,3,0
7.06,14.7,55.75,0.3344,0.4387,617.6,47.35,11.929,27.2,51.5,3,0
72.92,237.88,936.65,0.4465,0.6533,2066.6,28.62,0.993,15.6,77.2,3,0
34.68,119.02,420.22,0.3126,0.2952,668.8,21.36,1.747,33.1,55.4,3,0
12.4,36.26,102.4,0.3606,0.7374,2525.8,5.2,0.195,25.6,60.9,3,0
58.09,126.46,346.66,0.3318,0.3505,3186.8,48.19,6.199,12.6,67.7,3,0
42.84,107.65,383.9,0.3357,0.2709,1634.2,55.03,2.522,10.4,63.2,3,0
13.82,24.06,51.8,0.2652,0.6408,1810.7,28.7,1.459,10.4,69.1,3,0
17.33,67.3,270.14,0.4112,0.1398,3260.5,38.85,0.359,11.3,56.6,3,0
37.45,137.51,385.02,0.3871,0.2638,1919.3,18.66,8.799,32.8,60.8,3,0
23.51,39.13,137.03,0.3444,0.2808,1809.1,42.33,2.266,19.0,61.2,3,0
32.6,62.47,196.63,0.3735,0.5684,2108.5,5.73,0.998,17.5,74.2,3,0
34.42,101.65,325.49,0.3625,0.7679,2474.5,34.32,1.293,20.4,60.0,3,0
0.89,1.85,7.0,0.352,0.593,552.7,43.65,0.947,20.2,53.8,3,0
37.24,142.86,498.85,0.3393,0.6087,2909.7,60.09,2.762,16.0,60.3,3,0
30.66,103.91,257.27,0.2968,0.5583,1637.2,27.88,7.976,12.3,58.4,3,0
0.69,1.51,3.02,0.2436,0.0786,438.8,50.91,5.828,12.7,46.3,3,0
53.46,81.01,329.6,0.3866,0.0885,2794.4,40.86,1.851,25.0,61.6,3,0
51.42,179.9,753.65,0.4751,0.4791,1443.9,60.62,5.255,19.9,79.0,3,0
23.23,59.48,133.48,0.3029,0.3332,531.2,28.9,1.65,32.6,52.5,3,0
25.51,79.23,208.83,0.3299,0.2654,2291.5,24.15,0.872,21.6,45.3,3,0
48.63,107.84,276.31,0.4183,0.4155,3104.4,58.23,12.298,22.6,65.6,3,0
25.46,47.28,204.78,0.306,0.6359,3129.6,7.95,1.087,33.2,65.8,3,0
17.8,56.74,133.52,0.3413,0.3983,3360.3,13.18,1.173,22.5,65.3,3,0
42.65,111.99,251.93,0.3158,0.6068,3063.4,9.94,13.725,22.5,53.2,3,0
13.18,27.51,63.03,0.3673,0.5129,207.1,55.59,0.431,19.1,62.9,4,0
23.76,43.82,165.22,0.3642,0.6388,1454.8,5.64,4.288,27.8,73.6,4,0
69.95,206.45,866.6,0.4022,0.8535,2901.2,56.7,8.238,19.8,65.5,4,0
30.16,99.94,286.04,0.3438,0.2335,1408.6,32.08,2.151,24.7,57.7,4,0
33.55,74.14,160.69,0.228,0.5029,2185.1,5.24,0.1,21.2,50.2,4,0
46.25,154.37,522.01,0.4487,0.7205,2200.8,29.1,1.41,23.2,78.7,4,0
46.14,90.34,213.81,0.4448,0.5201,1404.6,16.21,0.355,30.7,51.9,4,0
10.53,24.7,48.74,0.2007,0.7394,3184.8,42.46,1.615,20.3,50.0,4,0
32.0,107.59,451.11,0.3183,0.466,1860.7,45.76,4.682,15.8,65.9,4,0
34.41,108.41,450.03,0.3978,0.5258,1733.8,34.25,1.733,24.3,54.9,4,0
40.31,87.72,389.05,0.3764,0.0616,3491.8,7.43,1.697,33.4,54.2,4,0
40.74,73.55,226.51,0.3245,0.7603,1828.6,44.37,2.441,27.3,61.8,4,0
98.19,157.72,409.09,0.2944,0.5904,788.7,55.52,2.615,17.7,98.6,4,0
4.11,14.78,57.32,0.3276,0.7997,1893.1,48.22,5.82,34.1,49.2,4,0
58.01,97.91,223.96,0.3889,0.547,2886.3,54.8,1.106,18.6,65.7,4,0
63.09,112.75,277.02,0.4974,0.2347,2763.6,17.03,5.172,34.6,60.0,4,0
45.83,95.98,239.01,0.4129,0.05,2802.3,58.33,2.504,14.8,66.8,4,0
17.25,45.09,197.03,0.2742,0.7484,2536.5,24.33,1.072,35.0,62.2,4,0
75.12,261.02,984.17,0.4949,0.2967,1038.9,5.8,1.049,11.9,67.7,4,0
21.29,45.11,97.48,0.349,0.3061,3044.9,55.6,1.344,27.8,60.7,4,0
16.43,46.96,96.3,0.2847,0.4947,3148.4,61.51,2.924,28.5,50.1,4,0
62.8,108.39,441.75,0.4268,0.4029,840.7,44.33,0.787,27.0,53.7,4,0
24.26,64.55,256.01,0.386,0.5467,630.5,18.89,7.59,29.4,60.9,4,0
73.42,142.73,515.51,0.4643,0.3999,3419.5,20.1,2.566,21.8,88.6,4,0
4.29,8.69,20.25,0.3441,0.6597,3065.5,33.0,7.578,11.4,41.7,4,0
5.71,13.79,42.7,0.3227,0.7302,3147.7,58.87,0.143,18.9,53.1,4,0
20.22,68.81,235.82,0.315,0.2326,3125.0,13.98,1.258,26.1,66.5,4,0
43.94,147.65,637.36,0.362,0.3482,1987.6,54.56,0.1,26.2,62.4,4,1
27.96,70.94,160.14,0.3428,0.4003,2333.1,22.48,0.953,14.9,47.0,4,0
21.25,38.18,121.84,0.304,0.7245,1999.7,53.52,5.942,16.3,56.7,4,0
69.02,151.96,338.25,0.3518,0.2875,369.0,60.22,0.112,22.2,82.6,4,1
71.34,197.15,591.14,0.4735,0.2298,2660.2,30.65,1.719,28.2,67.4,4,0
23.15,85.04,199.02,0.408,0.5582,1867.6,26.9,0.375,31.3,58.8,4,0
9.24,36.21,146.94,0.2674,0.4302,2337.4,53.13,1.618,12.2,44.3,4,0
20.43,63.2,157.23,0.3207,0.8025,1858.7,36.77,5.476,33.1,55.3,4,0
39.49,93.86,274.64,0.3329,0.8074,1823.0,46.07,2.927,33.2,64.9,4,0
49.91,161.38,468.17,0.4088,0.5073,766.9,42.37,4.004,10.2,66.0,4,0
35.08,82.11,339.87,0.2542,0.567,1119.8,14.17,1.288,22.7,57.1,4,0
31.74,97.23,373.94,0.3013,0.05,724.2,55.69,8.669,24.7,63.1,4,0
13.39,28.25,55.25,0.3051,0.6441,845.7,16.75,3.706,23.8,59.4,4,0
49.88,108.12,214.2,0.3819,0.55,3410.8,60.94,1.644,25.4,70.8,4,0
75.46,127.39,418.87,0.387,0.3501,705.3,20.03,1.668,22.6,70.3,4,0
21.91,55.89,165.14,0.3664,0.262,1088.6,49.03,7.528,17.3,51.6,4,0
31.57,96.15,244.6,0.3585,0.7926,2148.9,22.08,2.577,12.4,75.2,4,0
9.25,32.11,126.53,0.389,0.4374,2213.6,24.07,3.676,15.2,53.9,4,0
3.75,13.24,28.42,0.3799,0.7066,708.1,23.6,1.619,28.5,49.1,4,0
5.26,20.93,92.74,0.2804,0.1466,2819.3,49.87,0.76,16.0,39.8,4,0
43.0,73.93,137.89,0.3716,0.3105,2791.2,38.41,3.857,30.7,55.4,4,0
43.63,119.24,252.69,0.3756,0.7299,983.1,57.98,2.808,20.1,58.0,4,0
70.01,196.28,518.29,0.5282,0.3104,1152.6,23.44,2.088,20.4,74.5,4,0
33.73,118.43,375.97,0.3348,0.5913,3295.4,46.52,2.935,31.7,57.3,4,0
10.45,22.63,53.94,0.3049,0.3258,2924.7,50.18,0.701,15.4,53.3,4,0
27.55,46.11,174.65,0.2831,0.4204,2502.7,14.09,4.739,14.7,46.8,4,0
1.15,2.63,7.28,0.2528,0.7309,471.4,29.04,8.879,34.6,61.6,4,0
3.34,13.22,25.17,0.3243,0.499,1580.3,33.97,6.652,23.5,45.1,4,0
48.02,180.01,750.63,0.4594,0.8032,2045.7,26.34,1.163,14.8,66.3,4,0
38.36,95.45,415.06,0.4095,0.8443,818.5,24.33,1.563,14.1,57.3,4,0
48.2,177.88,617.26,0.4486,0.7708,1679.1,46.19,4.957,31.5,61.9,4,0
24.57,38.87,154.6,0.3189,0.7372,2183.4,17.95,2.712,25.0,51.0,4,0
53.27,121.75,258.97,0.3393,0.05,1280.3,47.56,2.382,12.9,68.4,4,0
23.17,76.86,194.15,0.29,0.7227,2777.1,61.1,7.837,32.2,49.1,4,0
61.42,126.14,337.83,0.3321,0.1632,2973.5,38.91,2.304,21.1,70.9,4,0
42.12,84.08,369.44,0.3706,0.1296,1267.9,41.69,2.17,34.7,61.7,4,0
28.33,103.54,329.58,0.3753,0.05,2967.6,9.14,0.129,17.0,63.5,4,0
38.81,117.98,214.72,0.3782,0.3706,541.8,56.87,0.216,23.2,67.5,4,0
33.06,131.34,371.23,0.4042,0.6065,2964.5,22.13,0.1,14.3,57.4,4,0
73.41,134.83,245.52,0.4266,0.3717,704.1,41.9,7.334,21.0,75.0,4,0
39.64,94.76,231.41,0.2973,0.1685,473.7,63.75,1.575,14.4,58.3,4,0
33.47,76.24,230.83,0.3342,0.4471,2317.9,40.73,1.897,17.7,70.6,4,0
27.55,101.93,272.47,0.3099,0.4268,1757.4,48.48,5.6,16.7,55.4,4,0
54.59,116.72,220.41,0.4077,0.6391,3196.0,31.72,2.819,17.1,64.8,4,0
51.21,122.06,258.04,0.3261,0.3347,1398.5,8.62,2.821,34.2,61.6,4,0
26.66,49.51,162.77,0.3901,0.2677,1147.6,52.86,1.055,11.0,52.1,4,0
4.62,15.87,58.39,0.3842,0.2616,1852.4,7.1,5.386,22.4,67.7,4,0
10.96,22.95,66.38,0.3339,0.3398,1704.6,47.04,0.544,25.7,57.2,4,0
28.9,48.29,182.3,0.3509,0.5468,1336.6,6.38,0.164,26.5,59.2,4,0
67.23,173.98,389.89,0.3794,0.3866,2489.3,56.74,0.638,28.9,66.4,4,1
27.25,67.55,143.85,0.3127,0.3809,2706.6,14.46,0.935,29.0,67.1,4,0
18.65,36.27,147.47,0.3074,0.3697,3014.8,35.86,0.995,33.9,51.2,4,0
10.51,19.28,52.35,0.303,0.4046,3410.4,40.83,3.331,28.9,54.1,4,0
71.35,266.93,792.01,0.5486,0.7949,1080.0,32.45,0.737,30.6,89.0,4,0
47.73,79.7,347.35,0.3169,0.1984,2563.1,25.45,3.387,23.3,56.7,4,0
53.41,93.37,274.99,0.3649,0.6198,1501.1,33.07,0.287,26.4,70.3,4,0
57.55,121.58,219.99,0.3793,0.5471,2434.4,23.68,0.478,22.0,69.6,4,0
29.39,114.09,494.31,0.384,0.0755,1770.7,31.29,2.133,16.9,63.0,4,0
35.62,61.04,112.19,0.3431,0.8946,3479.5,26.53,7.649,17.8,58.4,4,0
70.72,250.36,898.34,0.4033,0.6056,2605.4,38.97,5.889,19.0,66.5,4,0
38.0,141.73,378.69,0.4415,0.5986,3343.2,19.28,10.398,18.5,63.2,4,0
48.2,117.82,361.72,0.4284,0.4072,2955.4,64.32,3.154,23.3,60.8,4,1
55.27,123.52,404.85,0.3755,0.4521,3179.6,35.05,3.379,16.2,47.9,4,0
49.58,158.33,459.62,0.3473,0.2276,2887.6,16.65,2.943,22.9,58.3,4,0
30.3,98.69,383.97,0.4159,0.1538,1715.2,33.62,2.925,32.9,56.6,4,0
32.66,112.68,485.97,0.3391,0.728,1030.9,56.98,0.477,20.1,51.2,4,1
52.95,189.37,385.04,0.3263,0.6997,1422.1,6.31,2.354,15.6,67.1,4,0
52.91,114.86,454.93,0.3877,0.1568,266.8,45.77,1.464,18.7,59.8,4,0
62.71,201.78,433.29,0.462,0.6419,1929.2,37.88,1.753,31.9,68.5,4,0
47.29,86.88,175.21,0.3668,0.6327,1866.7,15.17,2.224,33.5,81.5,4,0
48.42,134.46,589.04,0.3847,0.2553,1933.3,54.05,0.412,32.2,74.3,4,0
22.35,67.78,211.54,0.2579,0.4242,3414.3,27.13,1.336,17.2,61.4,4,0
18.98,36.14,79.95,0.318,0.352,3207.8,22.63,0.197,19.7,70.2,4,0
53.02,89.68,299.42,0.3721,0.5862,733.7,54.69,11.687,34.4,65.3,4,0
19.15,38.05,95.55,0.3153,0.7277,1417.3,43.31,0.378,18.1,55.2,4,0
32.99,84.17,257.04,0.4414,0.1505,1599.1,58.9,0.897,13.4,51.5,4,1
67.98,252.87,881.66,0.4686,0.423,1389.8,42.79,6.657,17.1,80.6,4,0
64.02,181.17,751.31,0.3352,0.6702,2835.0,49.45,1.977,34.1,84.9,4,0
41.05,138.4,250.27,0.3294,0.5428,1929.3,55.19,0.437,20.4,69.6,4,0
26.1,50.52,120.15,0.3466,0.2059,2087.9,8.28,1.455,33.3,69.2,4,0
30.42,53.7,110.61,0.3413,0.3913,3014.9,51.56,0.369,12.6,37.2,4,0
55.2,115.87,238.93,0.3386,0.7409,2859.6,41.82,0.67,29.2,85.3,4,0
32.6,74.47,324.21,0.3473,0.2983,636.3,9.17,0.16,12.3,58.9,4,0
19.55,56.12,242.84,0.2483,0.4398,2555.9,35.51,1.73,14.9,74.7,4,0
63.9,236.64,904.69,0.484,0.6301,1636.9,9.95,4.93,25.4,83.0,4,0
38.05,97.6,345.14,0.3516,0.2014,1172.3,49.16,2.645,20.9,67.6,4,0
19.08,53.36,218.2,0.3558,0.6353,365.1,37.79,2.797,26.7,53.0,4,0
45.48,68.75,134.59,0.3513,0.3392,1807.9,62.21,0.672,34.3,64.9,4,1
57.79,91.5,194.21,0.4006,0.05,1372.9,15.99,1.264,11.3,52.1,4,0
8.32,14.22,37.76,0.2597,0.2874,1030.0,41.36,5.598,14.8,59.9,4,0
28.5,92.54,374.58,0.3097,0.1641,2492.4,17.69,0.276,26.0,38.1,4,0
27.34,74.24,228.3,0.3167,0.0767,2739.3,41.84,5.854,32.4,55.8,4,0
44.81,88.84,280.71,0.319,0.6319,1007.8,48.36,1.983,29.9,75.8,4,0
61.52,183.42,443.71,0.3469,0.2285,363.2,48.34,5.445,21.6,74.2,5,0
31.93,91.38,324.46,0.4367,0.7801,3000.9,53.9,1.148,28.6,47.3,5,0
8.4,14.47,60.73,0.3195,0.4995,232.9,56.21,1.241,15.2,41.8,5,0
71.52,221.77,596.5,0.5171,0.3913,3292.5,9.64,4.178,10.3,66.7,5,0
17.72,60.57,210.3,0.3416,0.4526,2271.1,25.6,4.611,24.3,55.9,5,0
52.5,116.36,313.74,0.3037,0.5518,1262.1,46.23,0.783,30.3,72.8,5,0
42.42,136.54,538.02,0.3665,0.4454,1013.4,34.92,10.821,20.8,67.6,5,0
49.78,99.53,306.79,0.4122,0.1833,229.7,16.44,0.265,24.2,56.5,5,0
87.0,295.09,801.64,0.4026,0.6785,977.1,38.16,0.213,20.6,81.1,5,1
121.68,459.87,1349.33,0.596,0.4115,654.5,29.45,2.715,22.9,92.3,5,1
4.88,12.72,26.04,0.2873,0.174,2220.1,28.4,3.848,32.1,55.4,5,0
70.32,148.48,614.49,0.3756,0.4478,749.6,53.59,9.724,22.0,90.9,5,0
41.81,104.45,458.2,0.4604,0.5791,1944.5,29.46,1.557,10.2,68.4,5,0
71.92,152.84,472.12,0.3644,0.2411,2147.4,6.59,0.1,30.0,79.3,5,0
69.65,104.69,251.02,0.3085,0.7019,1183.5,8.48,2.771,25.4,85.9,5,0
80.96,253.11,909.81,0.4768,0.5333,315.7,56.37,1.026,28.3,81.1,5,1
52.84,84.89,256.48,0.3255,0.5844,322.9,62.64,1.702,32.5,61.4,5,0
23.48,47.57,118.04,0.4342,0.3425,286.9,46.3,2.011,17.2,67.0,5,0
68.91,227.83,433.74,0.4392,0.6738,2639.1,26.86,0.2,22.6,67.5,5,0
48.67,154.01,647.18,0.399,0.2849,1249.4,61.32,1.996,25.1,56.7,5,0
39.87,67.12,265.21,0.3289,0.4806,2827.8,44.77,1.667,18.6,54.8,5,0
33.82,106.52,430.17,0.2845,0.2938,1624.7,55.66,3.74,31.2,70.0,5,0
70.88,271.21,810.27,0.4679,0.4821,1694.9,50.95,3.113,27.4,76.2,5,0
85.81,144.69,554.71,0.3729,0.1489,1892.5,27.75,0.614,28.3,84.2,5,0
15.84,40.21,135.49,0.3313,0.1264,2553.0,33.72,0.693,30.2,59.8,5,0
61.27,203.63,572.6,0.3155,0.7235,1102.6,16.17,0.867,16.5,69.9,5,0
36.41,115.4,470.29,0.3921,0.3255,601.2,22.52,0.592,28.6,63.5,5,0
9.04,18.68,83.98,0.4016,0.3532,2035.0,51.69,3.212,29.3,57.4,5,0
49.41,94.26,398.56,0.3819,0.5346,1279.0,58.64,15.571,31.1,60.0,5,0
24.89,86.14,335.59,0.3279,0.6122,1660.2,48.47,3.168,22.2,47.1,5,0
6.28,24.42,93.25,0.3175,0.2573,2334.9,32.91,2.799,22.6,48.0,5,0
26.18,89.5,318.23,0.36,0.1476,1830.6,10.19,1.583,12.5,62.2,5,0
20.03,78.26,321.25,0.4734,0.8177,2246.9,8.42,1.124,31.3,50.8,5,0
29.55,89.03,278.78,0.3387,0.4753,1995.9,27.46,7.26,23.3,75.9,5,0
12.57,48.07,110.1,0.2617,0.3512,2641.3,32.83,10.421,24.9,57.3,5,0
35.84,115.63,447.92,0.3901,0.6718,2529.6,41.55,2.06,13.0,61.7,5,0
27.89,105.21,450.56,0.3993,0.4529,1962.8,5.39,1.028,25.0,53.5,5,0
55.11,104.93,285.58,0.3849,0.2203,2440.4,64.38,4.411,11.0,73.9,5,0
60.56,214.31,838.84,0.5044,0.2604,3082.7,26.84,0.426,33.1,58.5,5,0
52.22,104.02,264.12,0.4503,0.346,1626.5,55.89,4.352,31.6,68.2,5,1
39.83,62.48,271.49,0.3242,0.6917,1562.1,37.1,5.127,14.9,58.5,5,0
39.16,109.41,398.84,0.3449,0.1071,2722.0,12.83,0.4,24.8,62.7,5,0
24.79,56.92,189.94,0.245,0.1875,2122.4,52.85,11.299,25.1,61.3,5,0
25.4,40.86,159.58,0.3648,0.7567,434.3,47.59,12.703,30.1,48.5,5,0
63.31,250.13,999.44,0.4542,0.1743,3144.0,36.65,8.281,28.9,55.6,5,0
1.73,5.47,23.03,0.3492,0.5865,301.6,35.87,2.056,34.8,43.1,5,0
43.7,164.08,694.57,0.4134,0.2253,2669.7,10.25,0.847,18.8,70.1,5,0
37.63,150.44,292.2,0.4444,0.5529,2704.0,44.35,2.617,13.1,64.3,5,0
60.7,150.53,320.91,0.2921,0.3087,3345.3,59.67,1.634,24.3,65.0,5,1
10.1,21.57,86.95,0.3684,0.1697,378.6,10.59,0.692,29.1,68.8,5,0
46.03,90.21,392.81,0.4232,0.5681,2169.6,20.81,1.653,17.1,74.1,5,0
54.3,151.37,398.22,0.4054,0.552,1611.9,59.14,3.271,15.9,74.6,5,0
1.9,5.72,10.43,0.2462,0.639,1291.1,22.06,0.221,30.1,44.8,5,0
18.86,50.57,135.09,0.3534,0.5936,498.1,44.24,1.217,28.8,63.9,5,0
43.43,107.18,303.72,0.3667,0.4008,2056.8,37.09,0.1,15.1,65.8,5,0
58.57,112.5,433.68,0.2947,0.4749,1780.8,40.78,4.153,31.7,61.8,5,0
50.28,130.97,252.57,0.4281,0.5042,545.0,29.95,3.071,13.4,64.3,5,0
59.73,102.33,242.94,0.331,0.589,2221.2,23.0,0.194,12.7,59.6,5,0
18.74,68.62,289.17,0.4315,0.5443,2635.2,7.91,10.035,18.8,49.9,5,0
6.0,9.71,21.53,0.3009,0.5492,2732.0,49.66,0.1,32.2,42.6,5,0
47.83,117.27,451.48,0.4388,0.1832,3187.7,49.77,2.675,27.4,72.0,5,0
14.99,26.23,72.81,0.2715,0.251,1551.3,45.24,4.493,19.9,53.9,5,0
24.09,82.8,297.19,0.3698,0.2886,3345.1,43.62,4.652,13.9,49.7,5,0
69.03,157.51,314.92,0.3698,0.7053,3055.9,19.62,0.105,27.8,74.8,5,0
50.45,89.94,231.47,0.3298,0.5689,1178.5,6.34,7.107,25.0,65.1,5,0
31.52,89.15,262.73,0.3087,0.4923,725.6,53.52,7.52,34.7,67.9,5,0
28.27,107.16,440.92,0.2343,0.3205,1636.8,34.47,2.472,29.1,59.5,5,0
61.24,230.99,767.21,0.4101,0.1609,1526.3,23.41,1.974,12.6,56.9,5,0
51.02,108.37,208.31,0.3764,0.7536,2099.9,11.12,0.138,28.2,61.3,5,0
15.36,50.66,200.89,0.2702,0.7311,2125.2,8.76,2.476,16.4,45.3,5,0
2.97,4.69,9.13,0.2424,0.1899,2675.0,25.93,1.58,34.0,55.4,5,0
92.77,169.73,733.7,0.374,0.5785,1882.6,53.28,4.446,10.5,86.5,5,0
15.16,41.67,98.82,0.3301,0.4011,545.9,60.12,1.552,16.0,42.2,5,0
58.91,122.06,380.52,0.3309,0.3114,3032.4,58.81,3.452,22.5,66.7,5,1
83.49,291.85,582.28,0.4767,0.4934,1222.2,60.2,0.321,12.0,84.3,5,1
49.41,189.13,627.27,0.4614,0.6058,3405.3,59.46,0.428,18.6,52.4,5,1
30.71,46.4,145.81,0.339,0.5925,588.9,36.63,0.451,22.4,55.7,5,0
10.07,20.97,60.97,0.3273,0.2417,3362.2,18.16,0.14,21.2,53.0,5,0
9.72,25.26,47.9,0.2714,0.2888,500.3,52.88,2.338,21.5,61.5,5,0
55.14,160.33,669.06,0.3948,0.2508,962.4,17.82,4.739,32.0,70.9,5,0
82.0,310.74,1232.75,0.5805,0.2586,353.7,21.03,2.828,22.6,80.6,5,0
35.83,133.65,469.01,0.4389,0.4248,2526.9,19.0,2.567,33.5,65.6,5,0
31.83,98.44,329.29,0.4005,0.2553,3006.0,35.9,3.424,13.7,56.6,5,0
63.16,135.38,497.69,0.3754,0.3618,1632.4,24.31,1.245,17.0,82.1,5,0
28.57,98.81,216.27,0.3234,0.3564,3264.1,14.25,1.348,26.4,53.2,5,0
52.58,105.51,455.63,0.3439,0.5625,2148.0,32.19,1.132,17.1,43.5,5,0
46.77,182.99,470.04,0.4318,0.5554,2279.0,57.43,3.736,18.7,49.6,5,0
35.48,53.74,192.0,0.2401,0.6311,2989.9,39.23,0.529,32.5,59.7,5,0
45.33,132.57,455.81,0.2803,0.1227,1179.4,57.7,0.1,23.5,60.9,5,1
89.8,154.54,543.82,0.3078,0.3615,1369.1,16.75,2.72,18.4,72.6,5,0
60.83,153.24,639.5,0.3199,0.1035,3189.6,15.02,8.562,29.4,69.5,5,0
73.03,225.48,586.01,0.4843,0.1329,3173.2,39.53,2.82,11.8,81.5,5,0
22.75,73.36,280.38,0.395,0.251,3422.4,32.8,4.582,24.1,60.5,5,0
73.12,253.28,865.12,0.412,0.0961,3176.1,44.61,3.351,12.5,77.1,5,1
61.7,184.06,369.11,0.368,0.5451,620.3,52.68,2.064,14.4,59.9,5,0
8.23,17.52,51.12,0.3834,0.9,2918.3,50.08,3.802,11.6,48.3,5,0
59.22,220.47,895.64,0.503,0.2355,1552.5,61.54,5.214,32.5,73.4,5,1
32.89,116.02,307.63,0.4668,0.6119,3469.6,28.9,0.764,11.2,60.7,5,0
7.08,13.44,41.71,0.3026,0.1728,1758.5,17.38,1.229,22.9,55.9,5,0
48.97,174.62,544.71,0.3755,0.5652,2027.7,38.05,0.76,15.6,69.6,5,0
59.2,232.74,807.29,0.4063,0.5999,1948.3,11.64,1.805,19.6,69.1,5,0
49.51,153.14,641.17,0.4286,0.7313,1261.7,22.33,6.49,22.3,77.5,5,0
42.99,94.78,215.01,0.3895,0.1116,447.6,17.47,1.27,21.3,58.6,5,0
37.46,112.99,357.31,0.3759,0.3078,3155.6,28.79,1.407,28.7,54.7,5,0
107.39,253.04,745.32,0.4302,0.0587,2848.8,11.67,5.906,32.8,68.1,5,0
16.16,51.54,133.95,0.3894,0.4413,660.4,6.91,2.173,17.5,60.8,5,0
67.54,193.31,827.94,0.4909,0.8464,2763.3,44.41,2.3,10.6,65.7,5,0
46.11,176.3,321.23,0.3582,0.693,2265.3,41.61,5.916,32.3,74.0,5,0
24.36,74.17,157.95,0.2931,0.6693,1550.2,47.5,2.023,34.5,59.3,5,0
44.51,90.58,342.39,0.3553,0.5242,1038.3,44.62,3.433,20.8,60.6,5,0
10.9,36.1,90.66,0.3416,0.7762,3037.1,11.86,0.269,21.4,44.8,5,0
30.83,69.44,260.59,0.3128,0.3913,2510.6,22.46,0.59,13.6,66.0,5,0
44.55,97.16,393.2,0.3164,0.1599,2007.5,12.77,1.554,21.9,62.9,5,0
