rainfall_mm,river_level_m,drainage_capacity,soil_saturation,upstream_flow,elevation,slope,distance_river_km,past_rain_3day,past_rain_7day,humidity,month,flood
3.32,8.84,0.226,0.955,2390.3,288.6,4.17,0.607,9.76,26.13,71.8,10,0
114.66,1.8,0.597,0.623,486.7,416.8,9.06,0.607,571.93,1278.79,53.3,5,0
28.32,5.17,0.347,0.833,978.1,109.8,14.86,4.278,44.59,240.48,90.3,6,0
34.69,6.08,0.159,0.481,4235.4,416.8,8.21,1.761,88.98,484.08,95.4,9,0
60.59,6.72,0.145,0.913,2859.4,48.2,9.7,3.114,149.98,807.63,62.4,7,1
49.83,9.91,0.204,0.535,3171.8,202.5,13.79,1.195,136.88,721.6,74.3,4,0
18.21,2.47,0.164,0.617,945.5,100.5,5.61,0.218,42.0,121.19,76.0,11,0
32.72,9.79,0.785,0.543,4145.0,438.1,2.5,0.809,79.33,314.73,99.3,9,0
22.74,8.47,0.537,0.76,4341.2,352.8,4.24,0.351,54.63,307.64,53.3,3,0
19.37,6.89,0.409,0.61,2621.4,13.7,6.04,3.045,63.35,319.22,83.4,4,0
69.74,8.54,0.477,0.344,4563.7,5.8,9.68,2.411,200.05,401.56,67.3,10,1
52.5,5.24,0.936,0.231,4225.7,146.3,0.07,0.185,196.2,752.96,75.1,3,0
15.75,2.09,0.92,0.646,3659.3,72.5,12.8,1.942,51.98,106.17,60.9,10,0
71.49,8.16,0.744,0.54,3673.0,315.5,1.14,4.145,153.12,478.14,58.0,11,0
50.76,6.53,0.896,0.186,535.9,332.2,13.51,2.39,220.03,823.59,62.2,12,0
68.45,7.85,0.388,0.456,1361.5,471.0,14.24,1.431,215.8,1202.36,53.6,3,0
62.04,4.39,0.443,0.563,343.6,476.1,14.85,0.748,126.33,583.32,63.9,12,0
10.99,10.93,0.652,0.844,53.3,329.8,12.14,4.362,22.89,78.98,84.5,1,0
20.39,7.25,0.661,0.168,800.0,3.8,2.13,1.099,87.48,346.64,82.6,5,0
66.16,1.48,0.534,0.414,4403.6,180.1,10.59,3.867,262.01,1380.66,77.7,4,0
61.36,5.67,0.461,0.84,1207.0,257.1,3.05,3.056,200.83,642.38,50.0,11,0
39.27,9.2,0.988,0.684,4851.1,250.1,13.46,3.388,100.97,450.34,56.3,9,0
44.11,9.63,0.839,0.361,2990.5,302.1,4.75,9.17,137.25,418.48,92.1,4,0
84.72,6.19,0.491,0.861,1193.9,480.3,4.9,2.763,315.8,1237.9,63.6,3,0
19.3,10.79,0.755,0.544,2490.7,442.7,13.76,0.1,88.32,185.36,95.6,6,0
59.15,3.58,0.343,0.549,1103.3,55.3,0.2,0.46,203.8,1102.36,93.7,12,0
32.92,5.22,0.19,0.979,4920.0,133.7,2.91,0.1,81.27,178.26,57.7,12,0
32.38,10.83,0.417,0.952,4237.9,416.7,6.33,0.421,53.42,154.77,94.9,10,1
78.46,10.81,0.463,0.423,140.9,412.3,10.51,0.127,165.87,553.0,81.4,11,0
68.89,8.39,0.115,0.227,4739.4,138.4,9.71,1.393,260.1,1170.62,81.5,5,1
68.47,10.38,0.833,0.393,3608.1,365.6,10.04,0.1,141.16,688.87,92.6,4,0
85.69,1.52,0.423,0.127,421.1,336.3,13.2,1.28,272.96,633.76,70.3,1,0
40.74,10.45,0.622,0.119,3356.5,237.3,1.82,4.582,160.75,349.46,86.8,11,0
63.87,4.19,0.167,0.456,3238.2,101.5,7.83,2.761,164.7,855.79,83.4,3,0
29.14,2.55,0.257,0.947,1101.8,444.4,10.88,5.763,111.95,542.83,88.6,4,0
51.35,3.25,0.901,0.884,3794.6,339.2,9.54,0.514,181.44,966.4,83.0,10,0
35.44,5.31,0.648,0.56,444.5,85.3,6.72,1.515,107.62,506.48,54.0,11,0
43.39,3.39,0.955,0.609,2452.3,352.7,0.26,0.767,201.37,1007.65,64.6,8,0
60.83,4.19,0.999,0.105,59.5,371.0,0.91,1.362,238.59,838.92,97.0,9,0
11.36,2.05,0.435,0.294,4844.0,443.6,1.78,1.629,31.38,136.86,61.2,8,0
113.23,3.91,0.369,0.122,3760.3,112.2,5.15,0.1,488.59,2551.23,73.6,9,0
4.79,7.08,0.873,0.779,802.7,494.4,1.76,0.531,19.56,52.58,67.8,10,0
2.5,5.58,0.999,0.231,1715.0,77.5,6.39,2.44,10.66,39.36,54.3,1,0
80.53,4.49,0.667,0.882,811.2,300.7,2.68,2.965,301.47,1495.86,59.1,11,0
67.71,9.08,0.816,0.679,3835.4,328.9,11.69,1.685,191.47,790.86,64.3,1,0
61.84,10.78,0.804,0.306,303.9,210.1,13.07,0.632,168.22,795.1,73.2,3,0
61.99,9.2,0.42,0.242,4203.6,238.0,5.84,1.039,234.92,745.05,93.7,4,0
39.57,4.32,0.617,0.665,4711.6,445.6,7.67,0.202,77.49,165.0,75.8,2,0
8.6,9.06,0.85,0.911,3386.4,323.0,14.3,6.123,37.56,79.5,82.6,10,0
42.65,2.25,0.719,0.747,1072.7,249.0,8.03,4.06,119.27,688.3,71.3,7,0
16.3,2.0,0.119,0.414,1806.8,65.0,14.93,0.136,60.41,349.06,93.5,9,0
74.13,4.47,0.403,0.629,2391.4,4.7,2.13,0.364,240.68,684.76,83.1,11,0
34.85,9.79,0.23,0.38,3027.1,63.4,12.93,1.74,115.63,299.47,54.5,6,1
11.11,3.33,0.31,0.999,3346.6,478.1,7.46,0.529,45.35,94.0,73.9,4,0
28.75,1.23,0.915,0.774,2775.5,382.3,0.34,5.448,106.19,310.61,91.4,6,0
54.45,2.01,0.133,0.653,1763.1,483.6,14.58,2.818,129.38,431.81,86.7,1,0
20.27,10.38,0.298,0.481,4455.7,18.8,14.48,0.638,35.67,105.76,95.3,6,1
11.22,7.79,0.379,0.656,416.1,340.4,5.75,0.1,49.84,258.63,61.4,4,0
48.53,3.41,0.655,0.407,2336.6,23.1,14.31,3.213,223.09,1114.96,98.9,3,0
48.57,6.89,0.581,0.126,3880.1,391.2,2.12,1.104,100.83,234.33,64.3,6,0
22.26,6.57,0.296,0.456,313.8,191.1,10.2,2.057,57.49,275.35,52.5,9,0
23.51,8.04,0.248,0.937,3529.6,48.8,2.88,0.676,58.51,238.84,74.8,8,1
48.12,3.18,0.313,0.664,4100.4,284.5,3.7,0.308,230.07,581.78,55.5,8,0
10.68,10.44,0.552,0.176,3307.5,140.8,11.69,2.25,23.68,117.41,84.1,9,0
9.26,4.06,0.344,0.896,74.6,330.1,5.66,1.197,19.29,45.22,95.0,6,0
14.85,8.48,0.953,0.342,908.9,329.4,0.11,0.536,31.74,85.96,96.1,8,0
32.53,0.69,0.517,0.319,1717.1,352.8,6.21,0.296,131.89,342.51,80.4,7,0
50.88,4.79,0.153,0.367,1176.1,496.2,3.42,1.737,234.47,1349.62,76.8,12,0
91.64,4.54,0.756,0.619,4813.6,194.0,10.25,2.586,263.62,1263.44,99.7,1,0
70.02,6.75,0.396,0.59,3261.5,233.2,2.92,0.668,138.38,504.4,79.0,6,1
34.4,1.34,0.688,0.542,1491.9,402.5,12.63,2.657,122.13,645.92,96.4,12,0
39.33,9.59,0.352,0.746,4649.2,289.6,4.01,0.405,87.9,251.74,95.8,11,1
4.91,3.0,0.614,0.385,3705.6,19.6,5.9,0.826,8.47,48.49,64.5,4,0
39.35,8.29,0.795,0.804,1430.2,421.7,4.47,2.732,181.09,867.06,50.7,3,0
29.9,9.74,0.935,0.258,1900.6,26.7,9.66,2.158,135.97,576.28,72.0,3,0
51.3,6.96,0.335,0.804,1005.2,86.2,1.52,0.631,252.15,1305.79,93.1,12,0
11.05,9.02,0.401,0.697,4855.7,51.9,7.17,0.261,34.9,159.8,91.8,10,1
58.18,8.11,0.518,0.715,2591.3,39.9,5.02,0.1,147.13,816.34,80.2,12,0
93.65,4.59,0.934,0.533,4481.3,13.8,13.26,3.639,392.77,2088.22,57.8,8,1
36.19,9.8,0.911,0.7,1739.0,28.5,1.1,0.156,77.15,215.36,55.4,1,0
54.06,3.89,0.181,0.172,4305.6,221.8,12.45,0.244,127.12,376.11,97.7,7,0
64.16,7.07,0.219,0.866,278.9,127.2,2.52,0.543,153.64,347.3,71.1,11,0
25.96,9.07,0.546,0.15,4910.6,64.1,1.33,1.18,125.39,361.23,82.4,10,0
47.84,4.86,0.196,0.234,4561.1,329.7,3.03,3.119,193.97,654.46,95.3,4,0
40.44,3.98,0.411,0.619,1822.4,113.8,1.54,0.569,79.58,168.35,93.5,1,0
43.42,5.78,0.234,0.765,3875.9,10.5,7.81,1.568,79.24,258.3,78.3,2,1
12.94,9.91,0.672,0.169,3763.8,209.8,14.82,0.189,57.6,292.97,74.4,7,0
40.86,11.19,0.955,0.929,4507.3,155.9,0.51,1.249,176.01,943.67,86.8,10,1
57.43,6.77,0.997,0.976,1543.2,160.0,6.92,0.391,221.02,449.88,67.5,1,0
90.79,8.11,0.438,0.645,2332.9,223.2,5.79,0.474,198.5,402.67,81.3,6,1
73.57,10.89,0.639,0.533,4326.3,334.8,5.09,0.914,234.04,605.05,51.2,4,0
115.36,1.63,0.871,0.767,3895.1,308.6,4.98,2.865,416.4,2286.17,91.2,3,0
13.14,3.17,0.206,0.396,1973.4,468.7,13.43,2.725,62.59,242.68,99.9,7,0
70.53,8.65,0.721,0.544,4230.2,259.3,0.28,1.072,147.62,875.63,97.7,9,1
46.42,9.97,0.468,0.925,244.3,236.8,11.62,0.253,153.36,851.07,68.0,5,0
116.64,10.36,0.286,0.96,3912.4,107.5,3.79,0.659,239.37,1331.0,76.6,6,1
11.71,5.27,0.462,0.934,1041.8,377.9,5.75,1.408,35.75,89.88,61.8,7,0
10.61,1.53,0.168,0.336,1437.7,71.2,6.3,4.071,23.35,91.07,65.1,10,0
19.02,5.53,0.726,0.309,2471.1,246.1,4.57,6.9,84.2,503.04,72.9,12,0
34.34,3.15,0.327,0.368,2254.2,211.2,1.4,2.029,82.12,213.19,87.4,6,0
21.6,3.85,0.38,0.497,2607.6,329.5,1.71,0.864,63.93,274.7,50.9,6,0
13.43,9.38,0.209,0.383,2728.4,458.9,4.47,2.365,39.31,132.77,69.7,3,0
45.26,1.37,0.878,0.437,1664.3,473.4,12.33,0.82,205.14,728.53,77.8,11,0
51.96,10.02,0.544,0.659,884.4,84.7,2.02,1.964,215.76,1200.3,60.8,3,0
105.67,5.42,0.615,0.786,3844.7,131.6,11.14,0.559,179.79,782.39,53.9,5,1
73.26,7.35,0.612,0.762,2005.9,406.0,4.33,0.621,127.1,639.96,77.0,7,1
19.81,1.53,0.469,0.833,2534.1,259.6,13.25,0.156,67.93,318.78,81.9,12,0
8.56,4.38,0.273,0.129,3227.0,227.1,6.42,1.09,25.64,105.54,82.1,6,0
57.22,1.53,0.771,0.143,4549.1,355.6,2.58,1.926,141.01,728.6,67.8,2,0
6.21,11.56,0.214,0.81,3540.7,301.4,14.79,3.11,26.53,156.1,61.9,3,1
104.1,9.78,0.193,0.58,236.8,485.4,2.65,3.325,203.02,1191.18,61.0,12,0
81.28,5.79,0.739,0.62,4194.4,292.4,8.51,9.771,399.02,2058.08,52.0,5,0
23.58,3.07,0.288,0.147,4946.9,233.5,8.54,0.184,37.36,147.54,59.2,7,0
19.96,11.23,0.376,0.33,2367.7,271.9,5.59,1.359,38.2,101.33,90.9,6,0
87.39,4.46,0.528,0.675,4848.3,404.5,14.27,1.474,226.29,492.84,50.2,10,0
35.99,2.35,0.504,0.873,2741.2,306.7,12.66,3.265,118.12,345.6,52.2,3,0
83.32,6.98,0.738,0.925,2303.5,323.9,12.45,0.619,188.02,631.93,56.4,7,1
15.8,11.35,0.661,0.55,1663.7,485.7,14.61,0.144,64.43,162.33,71.0,5,0
19.02,0.54,0.68,0.591,3291.2,309.6,6.86,0.753,52.34,151.73,66.7,10,0
40.18,3.24,0.743,0.85,1156.8,190.8,1.46,8.261,65.7,153.35,58.9,4,0
41.64,11.29,0.363,0.584,533.6,346.0,11.48,4.594,190.4,779.63,55.5,12,0
24.25,2.47,0.39,0.565,145.9,330.1,5.71,1.006,116.47,291.8,96.9,6,0
61.8,1.8,0.494,0.915,1469.0,7.9,2.86,4.179,226.49,1125.92,95.6,2,0
2.63,7.06,0.377,0.811,1984.9,234.2,7.25,0.1,11.38,37.91,88.6,7,0
35.02,10.41,0.986,0.918,2764.9,371.7,13.89,0.754,67.37,315.84,62.6,2,0
44.21,5.99,0.833,0.296,1470.8,250.0,2.57,2.595,107.91,596.76,66.2,7,0
58.01,11.94,0.248,0.572,4920.5,390.0,12.73,0.501,153.04,358.73,83.3,8,1
64.91,8.31,0.105,0.858,1465.8,226.0,6.27,0.442,315.62,1879.81,64.6,2,1
0.64,1.35,0.139,0.2,2210.5,491.7,2.05,3.958,2.1,9.62,76.5,8,0
13.69,11.92,0.32,0.815,525.3,147.2,12.73,1.914,20.9,46.25,82.6,12,0
84.72,5.19,0.203,0.265,1310.5,47.0,14.54,9.024,239.81,780.82,76.0,7,1
51.63,3.81,0.58,0.827,251.2,215.6,4.37,0.289,78.85,437.21,70.7,3,0
13.8,6.92,0.872,0.651,2801.9,271.3,4.55,0.881,32.19,141.16,67.4,7,0
94.29,4.0,0.763,0.274,3757.8,175.2,5.86,0.746,291.49,917.88,88.9,1,0
44.05,1.49,0.294,0.526,986.6,121.9,12.21,4.243,115.93,667.99,86.9,2,0
81.28,0.52,0.459,0.714,1845.9,336.4,0.16,0.59,131.22,675.68,84.8,5,0
42.36,5.67,0.557,0.67,92.9,189.2,3.36,0.872,80.79,399.3,68.7,11,0
112.13,10.12,0.829,0.485,4199.2,316.1,10.59,0.308,384.38,2134.73,88.8,9,1
101.44,7.08,0.855,0.909,3902.0,389.8,6.08,2.987,399.12,2027.16,97.9,1,0
31.29,11.99,0.919,0.567,325.6,380.7,4.95,0.543,91.23,287.09,84.4,5,0
74.0,3.8,0.558,0.555,1830.7,188.3,13.08,0.142,300.47,1302.72,70.4,6,0
62.59,3.73,0.725,0.156,4776.9,284.4,13.76,1.142,129.66,696.17,89.8,3,0
87.9,2.34,0.201,0.93,1966.2,225.4,14.22,0.993,169.41,461.36,80.5,5,0
6.23,2.39,0.609,0.259,2635.8,435.5,4.09,0.391,27.64,73.3,93.9,2,0
64.01,3.78,0.324,0.576,1782.7,439.5,13.69,0.287,172.02,453.42,85.7,11,0
77.04,9.62,0.489,0.823,2984.7,172.5,11.05,4.537,232.13,644.62,88.5,8,1
21.56,10.92,0.671,0.294,4891.0,46.8,2.31,0.141,103.82,250.52,83.4,12,1
1.41,11.71,0.331,0.575,4987.5,84.6,9.15,0.209,4.22,22.58,54.6,3,0
31.37,3.17,0.147,0.317,3875.8,184.1,0.4,0.562,47.44,250.18,74.3,5,0
30.57,10.63,0.109,0.784,2027.5,282.6,10.63,6.108,146.22,380.96,52.8,12,0
65.11,4.27,0.12,0.608,2477.2,328.7,11.0,0.179,100.89,486.5,72.4,1,0
92.58,1.8,0.108,0.87,1790.1,166.4,11.84,3.386,353.48,1593.45,85.8,5,0
42.59,10.51,0.199,0.905,4928.0,334.1,2.59,4.452,112.03,347.81,71.1,1,0
97.0,7.82,0.316,0.684,3541.7,468.9,9.42,0.949,305.2,887.98,50.1,9,1
8.3,2.39,0.299,0.753,2250.2,326.4,2.68,0.696,28.36,85.15,68.5,2,0
19.62,5.44,0.988,0.594,70.5,80.1,14.2,2.263,57.47,282.92,53.4,6,0
38.06,3.8,0.375,0.446,2607.2,290.3,10.13,2.426,160.23,525.1,89.0,9,0
53.44,8.97,0.215,0.683,4919.8,271.4,1.43,3.028,254.25,791.19,89.2,3,1
38.86,5.71,0.591,0.917,2620.1,435.5,2.81,3.551,70.04,146.37,90.3,6,0
32.36,11.88,0.872,0.475,920.3,175.8,9.95,0.625,139.18,783.99,51.5,1,0
36.88,1.13,0.71,0.383,120.2,212.0,7.15,2.323,71.93,360.43,51.6,7,0
5.66,4.58,0.366,0.45,1780.0,299.7,11.04,0.29,10.07,39.2,95.2,2,0
63.44,6.04,0.605,0.492,4592.0,262.7,4.21,1.43,307.39,1774.14,56.2,5,0
52.83,6.29,0.743,0.166,4982.8,359.8,9.87,1.898,169.72,538.72,83.5,5,0
7.1,4.13,0.755,0.549,4727.4,21.2,2.65,0.353,14.45,67.9,89.8,12,0
22.01,8.89,0.7,0.545,3649.8,282.2,8.16,0.159,76.94,247.79,72.4,1,0
2.93,10.56,0.884,0.63,2795.1,61.7,14.37,0.433,7.09,23.1,77.3,11,0
37.81,11.3,0.883,0.427,2957.5,158.3,9.42,1.091,118.15,635.5,61.4,7,1
73.43,9.76,0.621,0.652,2699.6,331.2,0.75,4.376,270.69,1393.51,96.2,4,1
5.5,10.28,0.487,0.89,3538.2,79.5,14.83,1.518,24.98,79.35,65.1,4,1
57.64,6.83,0.677,0.96,2100.2,155.1,2.35,2.761,87.08,202.52,60.9,7,1
21.44,10.0,0.836,0.625,3349.3,351.8,10.77,0.383,48.23,165.45,76.3,10,0
12.25,3.99,0.105,0.138,616.8,325.8,7.99,0.224,22.5,113.41,59.5,1,0
36.25,5.08,0.993,0.972,1335.8,46.4,4.42,0.548,66.7,160.23,84.3,6,0
3.77,4.14,0.265,0.735,4181.7,289.1,2.66,0.753,18.12,84.94,75.8,1,0
20.62,5.87,0.523,0.402,4519.7,74.5,2.67,1.589,98.5,547.56,57.4,6,0
1.93,3.78,0.885,0.232,2699.7,126.9,12.88,4.261,7.94,21.57,53.4,10,0
108.77,11.56,0.303,0.229,167.9,230.1,13.09,1.111,407.95,2222.84,56.8,2,1
41.23,4.1,0.529,0.251,4635.6,55.6,6.98,1.463,184.23,406.31,56.8,10,0
15.51,1.63,0.219,0.141,3513.3,496.8,1.55,0.1,26.44,123.39,65.6,11,0
47.49,6.56,0.456,0.912,2076.0,83.5,13.26,0.1,91.09,470.42,91.7,1,0
36.07,1.16,0.259,0.587,2995.9,390.9,7.31,0.175,94.14,355.74,52.9,8,0
32.27,1.77,0.427,0.73,2154.6,415.1,6.58,2.401,142.41,400.88,56.4,7,0
61.5,3.02,0.436,0.845,2332.0,497.2,6.11,1.332,193.88,1104.93,65.1,2,0
66.51,5.84,0.994,0.812,4435.2,214.9,5.48,0.429,217.0,451.33,77.7,2,0
21.43,5.48,0.995,0.894,813.8,437.2,7.89,1.796,49.35,208.26,88.1,5,0
19.85,9.7,0.203,0.971,527.3,478.8,9.07,1.573,74.81,261.18,96.1,4,0
30.37,9.0,0.753,0.495,23.6,87.3,7.0,0.186,139.94,537.97,70.6,12,0
40.57,5.4,0.147,0.955,1576.9,240.2,13.45,2.046,107.64,446.29,55.3,4,0
13.03,4.34,0.127,0.751,745.6,30.9,4.76,2.915,47.79,197.8,60.7,9,0
87.84,4.14,0.195,0.164,1107.7,310.7,8.67,0.675,233.82,658.07,64.4,11,0
97.57,9.4,0.969,0.714,66.1,291.1,4.5,2.326,417.08,1968.13,89.3,1,0
31.28,1.1,0.947,0.718,1143.7,102.9,11.3,0.446,98.93,205.44,84.3,10,0
60.18,0.65,0.275,0.915,1670.2,399.2,1.53,2.827,161.77,337.25,60.5,9,0
50.89,9.65,0.246,0.436,167.5,19.6,2.83,4.856,151.16,591.64,91.9,12,1
147.76,5.99,0.316,0.626,3043.4,403.3,12.02,1.166,268.82,1120.34,93.0,3,1
79.19,2.01,0.564,0.111,2848.3,14.3,2.75,0.561,358.82,1112.18,94.1,8,0
35.52,3.21,0.613,0.399,494.2,328.8,9.39,1.019,172.4,725.24,63.8,5,0
6.56,11.22,0.299,0.156,2979.1,40.3,14.55,0.576,20.79,84.5,56.7,10,0
16.23,10.38,0.781,0.57,4993.3,126.4,7.84,0.1,36.91,125.37,55.2,3,0
47.12,8.66,0.379,0.836,4722.9,361.2,2.81,2.102,180.3,830.66,70.0,9,1
13.53,6.05,0.93,0.286,23.3,140.9,4.81,0.1,41.71,243.25,71.5,9,0
9.78,6.48,0.691,0.575,3978.9,256.1,12.35,0.472,23.3,92.36,93.4,8,0
17.37,11.72,0.493,0.284,1774.5,457.7,5.27,2.564,28.39,146.05,63.4,3,0
2.15,11.61,0.811,0.209,327.6,25.8,10.85,2.192,9.9,29.61,81.3,3,0
99.05,2.98,0.836,0.56,1487.0,405.7,11.66,0.152,424.78,2144.22,89.4,10,0
70.86,9.83,0.361,0.171,1615.5,33.6,7.52,2.158,311.88,1433.28,63.5,12,0
39.72,2.77,0.406,0.629,2621.0,64.3,11.75,5.335,120.73,550.38,63.4,11,0
91.8,2.96,0.942,0.128,3308.8,60.5,4.75,0.155,379.71,2115.81,83.5,10,0
42.71,8.28,0.248,0.196,3747.8,497.1,7.74,1.075,150.94,442.77,86.3,3,0
9.86,5.16,0.138,0.595,1237.1,90.9,10.3,2.614,27.71,96.26,98.0,11,0
93.31,11.21,0.509,0.632,1615.6,448.5,2.52,2.204,415.19,968.33,92.5,6,1
58.86,1.52,0.821,0.126,1548.8,495.5,4.1,0.514,294.05,1442.18,91.1,12,0
3.7,6.38,0.795,0.616,1820.1,192.5,9.78,0.356,17.18,92.34,84.6,2,0
33.34,11.06,0.928,0.855,4998.3,315.9,9.83,3.067,140.58,509.35,55.9,9,1
9.35,10.9,0.58,0.75,3891.9,389.8,7.4,6.258,38.5,131.95,90.5,2,0
8.4,2.3,0.19,0.218,4875.2,196.9,11.93,2.918,31.71,146.96,96.8,10,0
72.42,4.72,0.63,0.633,3468.6,81.7,7.23,6.605,324.98,748.22,69.5,8,1
106.83,7.62,0.801,0.705,2037.3,217.4,13.22,1.858,344.61,1094.26,65.7,10,0
8.95,2.33,0.184,0.134,1954.8,386.2,11.04,5.293,19.12,66.24,76.1,4,0
59.7,11.63,0.255,0.87,2448.0,390.6,4.72,2.345,250.05,1018.8,97.8,4,1
17.23,11.02,0.111,0.916,2090.2,116.0,5.93,4.791,81.28,317.52,52.5,5,1
22.95,2.42,0.634,0.865,4143.3,88.3,10.02,0.352,61.85,175.32,85.4,1,0
19.27,1.89,0.898,0.842,2330.4,460.4,13.42,3.381,81.7,340.12,90.7,4,0
9.76,1.48,0.704,0.77,1485.1,23.0,2.68,0.438,23.99,136.83,89.4,6,0
41.7,10.96,0.984,0.67,3876.6,367.6,7.72,0.1,200.11,421.91,78.3,12,0
10.92,2.73,0.157,0.711,4273.6,24.2,1.78,1.458,42.49,200.6,96.0,10,0
49.47,5.29,0.913,0.826,2107.9,419.1,4.19,0.766,172.76,777.21,56.7,2,0
38.24,5.66,0.833,0.696,3342.4,452.8,10.29,0.1,161.74,921.58,62.3,11,0
31.64,7.39,0.383,0.395,303.4,149.4,1.17,7.855,137.5,629.96,65.3,3,0
8.24,1.32,0.976,0.438,2652.0,37.9,9.94,2.196,38.07,171.31,50.4,11,0
19.81,3.11,0.359,0.907,234.5,240.9,13.51,4.642,92.21,468.35,68.5,4,0
66.44,11.21,0.9,0.115,155.7,149.9,14.54,13.988,111.91,343.7,58.0,3,0
57.53,10.95,0.893,0.729,3068.5,209.2,3.25,0.995,111.05,486.71,86.2,9,1
5.79,9.48,0.782,0.959,1523.6,332.8,11.23,0.588,25.41,103.6,70.7,6,0
43.48,0.72,0.607,0.736,3715.3,105.7,13.9,0.406,209.17,785.22,85.2,11,0
66.3,4.26,0.208,0.995,4481.5,179.1,1.37,1.448,170.84,396.0,64.7,5,1
18.43,7.72,0.579,0.719,705.6,391.5,6.21,1.863,28.2,89.4,56.6,5,0
59.02,3.66,0.421,0.131,3625.4,322.2,13.79,1.279,155.18,484.17,56.6,2,0
16.81,10.96,0.813,0.844,2577.5,163.8,3.04,0.98,47.74,233.76,60.2,12,0
59.97,7.79,0.782,0.356,569.5,332.5,14.01,0.369,249.7,1418.93,55.8,9,0
13.29,1.33,0.92,0.501,3261.4,382.9,7.91,1.166,22.14,64.72,61.0,2,0
23.17,10.95,0.113,0.381,3051.2,296.7,1.5,0.178,52.0,119.52,79.0,5,1
16.96,11.51,0.828,0.342,2583.1,120.5,6.75,4.006,78.52,471.13,62.8,7,0
41.68,1.39,0.945,0.488,4633.1,1.1,4.89,0.1,85.11,405.54,67.1,3,0
49.09,6.62,0.81,0.441,2610.2,401.6,4.23,0.958,204.09,1131.84,52.6,8,0
8.35,3.99,0.217,0.67,4952.7,411.5,8.12,0.211,23.08,59.45,94.6,5,0
62.35,5.02,0.173,0.832,2551.1,349.1,7.25,2.983,238.14,1239.04,56.9,10,0
18.15,2.57,0.119,0.367,588.1,39.2,7.23,0.75,31.92,167.69,67.4,12,0
37.69,7.15,0.666,0.292,2357.7,293.0,1.32,0.24,94.33,245.82,69.0,3,0
2.39,11.52,0.667,0.7,919.8,410.7,12.03,1.516,7.13,18.85,88.6,3,0
17.19,6.29,0.988,0.703,2989.7,195.4,7.22,4.96,77.34,246.08,74.2,3,0
41.66,1.45,0.458,0.911,3468.7,99.8,12.31,4.786,144.65,414.73,69.1,11,0
9.89,7.63,0.399,0.114,2347.5,294.2,12.37,0.574,16.39,96.75,84.8,12,0
26.54,4.41,0.662,0.868,497.5,413.3,4.76,2.544,114.3,394.53,79.9,3,0
75.22,10.34,0.843,0.569,2348.5,25.4,0.07,0.1,127.18,641.67,53.9,4,0
19.81,5.5,0.943,0.659,416.5,298.9,13.67,0.283,94.49,493.28,65.6,10,0
69.25,2.72,0.823,0.182,3413.8,321.9,11.41,1.384,155.19,549.95,98.9,1,0
0.46,2.7,0.484,0.489,3953.9,301.6,1.61,0.52,1.48,6.98,74.2,12,0
58.54,9.34,0.671,0.305,4812.3,325.4,10.53,3.202,102.63,249.5,71.2,3,0
90.45,3.55,0.871,0.329,752.5,316.1,0.3,5.349,313.52,1124.85,57.5,10,0
46.51,9.32,0.542,0.554,2666.8,66.1,0.42,0.1,150.7,884.49,92.0,10,0
12.11,2.87,0.295,0.831,2842.0,118.2,7.89,0.53,35.55,95.06,56.7,5,0
60.2,4.2,0.253,0.769,4613.2,309.9,1.44,1.158,97.79,346.46,55.3,8,1
32.89,5.85,0.1,0.632,3140.1,9.8,14.47,1.656,150.53,777.05,72.0,8,1
52.99,11.35,0.746,0.585,736.1,317.7,13.41,4.952,228.35,1064.48,71.8,9,0
18.86,11.21,0.2,0.485,2187.4,333.0,9.75,4.449,70.08,317.18,99.1,9,0
43.03,2.88,0.319,0.975,3277.3,120.3,0.96,2.028,150.73,815.89,56.4,6,1
34.55,4.62,0.368,0.604,3504.4,299.5,4.87,0.595,135.87,287.54,74.2,10,0
80.87,2.22,0.604,0.329,4316.7,267.5,5.58,3.058,162.07,824.05,60.1,7,0
48.9,6.36,0.458,0.307,910.7,131.1,7.21,0.453,232.99,1288.51,85.1,12,0
51.82,5.8,0.707,0.65,4758.2,232.0,2.53,6.715,129.35,267.07,69.6,11,0
25.58,10.86,0.15,0.571,305.1,454.9,8.66,0.1,97.16,411.56,82.4,12,0
22.93,11.2,0.212,0.107,4919.0,213.9,6.54,1.687,83.1,282.08,66.9,4,0
24.86,4.91,0.549,0.847,4290.3,315.3,14.21,0.185,92.68,204.19,78.2,3,0
53.81,6.15,0.403,0.734,3304.8,18.6,14.04,1.047,246.23,903.92,73.5,11,0
25.27,10.81,0.366,0.696,3677.6,39.8,8.48,2.015,64.07,293.17,68.7,3,1
50.14,9.78,0.16,0.162,372.7,41.6,9.67,2.34,206.65,1172.97,76.9,2,0
112.64,0.54,0.906,0.426,217.0,389.3,2.07,3.08,404.87,1814.66,69.2,8,0
70.49,4.18,0.723,0.942,517.8,175.8,3.35,1.799,124.5,675.65,90.3,7,0
28.59,5.35,0.209,0.876,445.9,114.6,13.51,0.579,84.32,209.66,74.8,8,0
82.04,3.14,0.159,0.357,2741.4,373.9,10.49,4.401,363.68,1033.61,95.2,6,0
25.72,2.8,0.977,0.241,1085.1,85.8,2.84,3.333,66.96,393.81,61.1,10,0
31.33,0.93,0.713,0.504,4302.4,124.0,8.55,0.349,99.89,554.36,55.6,12,0
